window,extra_2,unique_users
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2159215.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2890695.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2797734.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2378781.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2002289.,3
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2379046.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2390923.,3
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2363807.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2603460.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2221601.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2124872.,3
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2820071.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2163527.,3
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2855068.,3
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2087000.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2760756.,3
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2077913.,3
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2441505.,4
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2675134.,4
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2345371.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2961343.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2732952.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2241038.,4
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2071391.,3
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2458097.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2489831.,3
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2714747.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2612164.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2553163.,5
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2999114.,3
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2860910.,5
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2849828.,4
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2251126.,3
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2627965.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2187128.,3
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2133050.,3
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2593125.,4
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2197310.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2030834.,5
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2590667.,3
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2775082.,5
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2259590.,3
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2655542.,5
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2362332.,4
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2973031.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2532768.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2724417.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2025135.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2671512.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2779825.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2713210.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2311721.,5
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2759099.,5
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2269900.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2149862.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2771354.,4
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2795194.,8
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2192222.,4
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2976336.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2461343.,4
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2251202.,5
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2003385.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2045132.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2644525.,3
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2158551.,3
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2786197.,3
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2379084.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2800595.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2765502.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2425834.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2163533.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2433075.,5
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2703690.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2219513.,4
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2470852.,5
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2154599.,4
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2678315.,5
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2209748.,3
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2646213.,3
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2013687.,3
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2230215.,4
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2017339.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2192330.,4
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2088067.,3
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2192858.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2442878.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2953822.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2574491.,3
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2007382.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2656360.,4
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2868617.,4
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2716534.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2027743.,4
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2930455.,6
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2592871.,4
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2597664.,3
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2819060.,3
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2160130.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2894291.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2314546.,4
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2749085.,6
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2598611.,3
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2785585.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2513275.,3
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2111219.,3
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2495786.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2699687.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2391409.,3
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2730009.,6
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2334779.,5
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2569659.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2849606.,3
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2368475.,3
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2388153.,3
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2089208.,4
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2019037.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2660204.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2844718.,5
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2895580.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2757153.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2118941.,3
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2143715.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2344223.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2153281.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2662286.,3
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2682679.,3
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2601499.,3
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2436060.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2275800.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2885882.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2351558.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2362634.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2908047.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2205967.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2541358.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2697457.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2972019.,4
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2879903.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2439268.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2145501.,4
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2965440.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2264167.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2435574.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2626916.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2410759.,3
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2347748.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2317044.,3
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2829500.,5
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2141536.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2208410.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2973435.,3
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2212603.,3
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2872065.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2725225.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2064445.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2225859.,3
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2900483.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2146274.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2980015.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2693165.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2118206.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2492082.,3
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2748966.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2846608.,4
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2430770.,3
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2822642.,4
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2794313.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2313194.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2853229.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2266939.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2535532.,3
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2675335.,4
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2598554.,5
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2027332.,3
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2323461.,3
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2505121.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2741238.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2976929.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2648939.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2648878.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2322304.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2990955.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2059901.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2411767.,5
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2955709.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2815449.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2594473.,4
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2217951.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2986956.,3
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2980238.,6
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2175585.,4
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2703758.,3
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2352883.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2342689.,4
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2603471.,4
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2962083.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2071247.,3
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2979085.,7
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2268209.,3
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2688184.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2104192.,5
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2740348.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2668498.,3
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2818513.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2243856.,3
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2398909.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2760200.,4
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2008375.,5
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2442170.,3
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2539221.,3
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2937353.,3
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2824843.,3
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2817806.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2005087.,3
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2543598.,3
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2965060.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2211153.,3
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2587005.,4
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2098926.,5
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2535468.,4
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2955930.,4
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2146633.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2926580.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2255313.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2606263.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2760432.,3
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2061382.,3
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2288048.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2221373.,6
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2132078.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2156942.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2946338.,3
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2890976.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2590929.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2916732.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2108372.,8
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2643519.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2206541.,5
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2996410.,3
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2931235.,6
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2590275.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2848756.,5
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2778749.,4
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2748094.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2454273.,2
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2031239.,5
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2221632.,1
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2256474.,5
"Row(start=Timestamp('2024-06-15 18:33:00'), end=Timestamp('2024-06-15 18:34:00'))",2917098.,5
